insert into acnl_furniture values(1, 0, '? Block', 'unorderable', 'Fortune Cookie', 'orange', 'brown');
insert into acnl_furniture values(1009, 0, 'Soda Case', 'normal', 'Timmy&Tommy''s', 'colorful', 'gray');
insert into acnl_furniture values(1010, 0, 'Soda Fountain', 'normal', 'Timmy&Tommy''s', 'colorful', 'gray');
insert into acnl_furniture values(1011, 0, 'Soft-Serve Lamp', 'normal', 'Timmy&Tommy''s', 'brown', 'white');
insert into acnl_furniture values(1012, 0, 'Songpyeon', 'unorderable', 'Chuseok (KOR)', 'red', 'colorful');
insert into acnl_furniture values(1013, 0, 'Spa Chair', 'normal', 'Timmy&Tommy''s', 'aqua', 'aqua');
insert into acnl_furniture values(1014, 0, 'Space Captain''s Seat', 'normal', 'Spotlight/Wishy', 'red', 'beige');
insert into acnl_furniture values(1015, 0, 'Space Console', 'normal', 'Spotlight/Wishy', 'colorful', 'gray');
insert into acnl_furniture values(1016, 0, 'Space Heater', 'normal', 'Timmy&Tommy''s', 'white', 'white');
insert into acnl_furniture values(1017, 0, 'Space Shuttle', 'normal', 'Timmy&Tommy''s', 'white', 'white');
insert into acnl_furniture values(1018, 0, 'Space Station', 'normal', 'Timmy&Tommy''s', 'gray', 'gray');
insert into acnl_furniture values(1019, 0, 'Spaceman Sam', 'normal', 'Timmy&Tommy''s', 'white', 'white');
insert into acnl_furniture values(1020, 0, 'Speed Bag', 'normal', 'Timmy&Tommy''s', 'blue', 'gray');
insert into acnl_furniture values(1021, 0, 'Spherical Radar', 'normal', 'Spotlight/Wishy', 'aqua', 'black');
insert into acnl_furniture values(1022, 0, 'Sphinx', 'normal', 'Timmy&Tommy''s', 'yellow', 'brown');
insert into acnl_furniture values(1023, 0, 'Spiderweb Clock', 'unorderable', 'Nat', 'gray', 'black');
insert into acnl_furniture values(1024, 0, 'Spinning Wheel', 'normal', 'Timmy&Tommy''s', 'brown', 'brown');
insert into acnl_furniture values(1025, 0, 'Spooky Bed', 'normal', 'Limited (October 1 to 31)', 'orange', 'purple');
insert into acnl_furniture values(1026, 0, 'Spooky Bookcase', 'normal', 'Limited (October 1 to 31)', 'orange', 'orange');
insert into acnl_furniture values(1027, 0, 'Spooky Chair', 'normal', 'Limited (October 1 to 31)', 'orange', 'orange');
insert into acnl_furniture values(1028, 0, 'Spooky Clock', 'normal', 'Limited (October 1 to 31)', 'orange', 'orange');
insert into acnl_furniture values(1029, 0, 'Spooky Dresser', 'normal', 'Limited (October 1 to 31)', 'orange', 'orange');
insert into acnl_furniture values(1030, 0, 'Spooky Lamp', 'normal', 'Limited (October 1 to 31)', 'orange', 'orange');
insert into acnl_furniture values(1031, 0, 'Spooky Sofa', 'normal', 'Limited (October 1 to 31)', 'orange', 'orange');
insert into acnl_furniture values(1032, 0, 'Spooky Table', 'normal', 'Limited (October 1 to 31)', 'orange', 'purple');
insert into acnl_furniture values(1033, 0, 'Spooky Vanity', 'normal', 'Limited (October 1 to 31)', 'orange', 'orange');
insert into acnl_furniture values(1034, 0, 'Spooky Wall Lamp', 'normal', 'Limited (October 1 to 31)', 'orange', 'orange');
insert into acnl_furniture values(1035, 0, 'Spooky Wardrobe', 'normal', 'Limited (October 1 to 31)', 'orange', 'orange');
insert into acnl_furniture values(1036, 0, 'Sprinkler', 'unorderable', 'Timmy&Tommy''s', 'yellow', 'yellow');
insert into acnl_furniture values(1037, 0, 'Squid Chair', 'unorderable', 'Chip', 'white', 'white');
insert into acnl_furniture values(1038, 0, 'Stadiometer', 'normal', 'Timmy&Tommy''s', 'brown', 'brown');
insert into acnl_furniture values(1039, 0, 'Stag-Beetle Chair', 'unorderable', 'Nat', 'gray', 'gray');
insert into acnl_furniture values(1040, 0, 'Stained Glass', 'normal', 'Timmy&Tommy''s', 'colorful', 'colorful');
insert into acnl_furniture values(1041, 0, 'Stained-Glass Lamp', 'normal', 'Timmy&Tommy''s', 'colorful', 'colorful');
insert into acnl_furniture values(1042, 0, 'Stair Dresser', 'normal', 'Timmy&Tommy''s', 'brown', 'brown');
insert into acnl_furniture values(1043, 0, 'Standing Spotlight', 'normal', 'Timmy&Tommy''s', 'yellow', 'black');
insert into acnl_furniture values(1044, 0, 'Star Globe', 'normal', 'Timmy&Tommy''s', 'blue', 'gray');
insert into acnl_furniture values(1045, 0, 'Star Projector', 'normal', 'Timmy&Tommy''s', 'black', 'black');
insert into acnl_furniture values(1046, 0, 'Statue of Liberty', 'normal', 'Gulliver', 'gray', 'gray');
insert into acnl_furniture values(1047, 0, 'Steamroller', 'normal', 'Timmy&Tommy''s', 'yellow', 'black');
insert into acnl_furniture values(1048, 0, 'Stepladder', 'normal', 'Timmy&Tommy''s', 'gray', 'gray');
insert into acnl_furniture values(1049, 0, 'Stewpot', 'normal', 'Igloo Camper', 'beige', 'brown');
insert into acnl_furniture values(1050, 0, 'Stool', 'normal', 'Timmy&Tommy''s', 'red', 'red');
insert into acnl_furniture values(1051, 0, 'Storage Case', 'normal', 'Timmy&Tommy''s', 'white', 'black');
insert into acnl_furniture values(1052, 0, 'Storefront', 'normal', 'Timmy&Tommy''s', 'brown', 'brown');
insert into acnl_furniture values(1053, 0, 'Stove', 'normal', 'Timmy&Tommy''s', 'red', 'white');
insert into acnl_furniture values(1054, 0, 'Stripe Bathroom Sink', 'normal', 'Timmy&Tommy''s', 'aqua', 'white');
insert into acnl_furniture values(1055, 0, 'Stripe Bed', 'normal', 'Timmy&Tommy''s', 'aqua', 'white');
insert into acnl_furniture values(1056, 0, 'Stripe Chair', 'normal', 'Timmy&Tommy''s', 'aqua', 'white');
insert into acnl_furniture values(1057, 0, 'Stripe Clock', 'normal', 'Timmy&Tommy''s', 'aqua', 'white');
insert into acnl_furniture values(1058, 0, 'Stripe Closet', 'normal', 'Timmy&Tommy''s', 'aqua', 'white');
insert into acnl_furniture values(1059, 0, 'Stripe Dresser', 'normal', 'Timmy&Tommy''s', 'aqua', 'white');
insert into acnl_furniture values(1060, 0, 'Stripe Lamp', 'normal', 'Timmy&Tommy''s', 'aqua', 'white');
insert into acnl_furniture values(1061, 0, 'Stripe Shelf', 'normal', 'Timmy&Tommy''s', 'aqua', 'white');
insert into acnl_furniture values(1062, 0, 'Stripe Sofa', 'normal', 'Timmy&Tommy''s', 'aqua', 'white');
insert into acnl_furniture values(1063, 0, 'Stripe Table', 'normal', 'Timmy&Tommy''s', 'aqua', 'white');
insert into acnl_furniture values(1064, 0, 'Stripe TV', 'normal', 'Timmy&Tommy''s', 'aqua', 'white');
insert into acnl_furniture values(1065, 0, 'Striped Cone', 'normal', 'Timmy&Tommy''s', 'yellow', 'black');
insert into acnl_furniture values(1066, 0, 'Stroller', 'normal', 'Timmy&Tommy''s', 'aqua', 'white');
insert into acnl_furniture values(1067, 0, 'Stuffed Stocking', 'normal', 'Limited (December 1 to 23)', 'aqua', 'colorful');
insert into acnl_furniture values(1068, 0, 'Sunflower', 'normal', 'Garden Corner', 'yellow', 'green');
insert into acnl_furniture values(1069, 0, 'Sunflower Stereo', 'unorderable', 'Weeding Day/Leif', 'yellow', 'orange');
insert into acnl_furniture values(1070, 0, 'Super Mushroom', 'unorderable', 'Fortune Cookie', 'red', 'orange');
insert into acnl_furniture values(1071, 0, 'Super Star', 'unorderable', 'Fortune Cookie', 'yellow', 'yellow');
insert into acnl_furniture values(1072, 0, 'Super Toilet', 'normal', 'Timmy&Tommy''s', 'pink', 'pink');
insert into acnl_furniture values(1073, 0, 'Surfboard', 'normal', 'Tent Camper', 'blue', 'aqua');
insert into acnl_furniture values(1074, 0, 'Surveillance Camera', 'normal', 'Timmy&Tommy''s', 'gray', 'gray');
insert into acnl_furniture values(1075, 0, 'Sushi Platter', 'normal', 'Timmy&Tommy''s', 'colorful', 'brown');
insert into acnl_furniture values(1076, 0, 'Sweets Bed', 'unorderable', 'GracieGrace (Autumn)', 'beige', 'white');
insert into acnl_furniture values(1077, 0, 'Sweets Bookcase', 'unorderable', 'GracieGrace (Autumn)', 'beige', 'beige');
insert into acnl_furniture values(1078, 0, 'Sweets Chair', 'unorderable', 'GracieGrace (Autumn)', 'beige', 'brown');
insert into acnl_furniture values(1079, 0, 'Sweets Closet', 'unorderable', 'GracieGrace (Autumn)', 'beige', 'brown');
insert into acnl_furniture values(1080, 0, 'Sweets Dresser', 'unorderable', 'GracieGrace (Autumn)', 'beige', 'brown');
insert into acnl_furniture values(1081, 0, 'Sweets Lamp', 'unorderable', 'GracieGrace (Autumn)', 'colorful', 'brown');
insert into acnl_furniture values(1082, 0, 'Sweets Minilamp', 'unorderable', 'GracieGrace (Autumn)', 'colorful', 'white');
insert into acnl_furniture values(1083, 0, 'Sweets Minitable', 'unorderable', 'GracieGrace (Autumn)', 'brown', 'white');
insert into acnl_furniture values(1084, 0, 'Sweets Player', 'unorderable', 'GracieGrace (Autumn)', 'pink', 'white');
insert into acnl_furniture values(1085, 0, 'Sweets Sofa', 'unorderable', 'GracieGrace (Autumn)', 'pink', 'beige');
insert into acnl_furniture values(1086, 0, 'Sweets Table', 'unorderable', 'GracieGrace (Autumn)', 'beige', 'brown');
insert into acnl_furniture values(1087, 0, 'Sword', 'normal', 'Timmy&Tommy''s', 'yellow', 'black');
insert into acnl_furniture values(1088, 0, 'Table Lamp', 'normal', 'Timmy&Tommy''s', 'aqua', 'white');
insert into acnl_furniture values(1089, 0, 'Tabletop Game', 'normal', 'Timmy&Tommy''s', 'brown', 'black');
insert into acnl_furniture values(1090, 0, 'Taiko Drum', 'normal', 'Timmy&Tommy''s', 'beige', 'brown');
insert into acnl_furniture values(1091, 0, 'Tall Cactus', 'normal', 'Garden Corner', 'green', 'brown');
insert into acnl_furniture values(1092, 0, 'Tall Display Case', 'normal', 'Museum Shop', 'aqua', 'white');
insert into acnl_furniture values(1093, 0, 'Tall Lantern', 'normal', 'Timmy&Tommy''s', 'gray', 'gray');
insert into acnl_furniture values(1094, 0, 'Tall Mini Cactus', 'normal', 'Garden Corner', 'green', 'brown');
insert into acnl_furniture values(1095, 0, 'Tangerine Chair', 'normal', 'Timmy&Tommy''s', 'orange', 'orange');
insert into acnl_furniture values(1096, 0, 'Tape Deck', 'normal', 'Timmy&Tommy''s', 'gray', 'gray');
insert into acnl_furniture values(1097, 0, 'Tapestry', 'normal', 'Gulliver', 'red', 'brown');
insert into acnl_furniture values(1098, 0, 'Tatami Bed', 'normal', 'Timmy&Tommy''s', 'green', 'brown');
insert into acnl_furniture values(1099, 0, 'Tea Set', 'normal', 'Timmy&Tommy''s', 'yellow', 'green');
insert into acnl_furniture values(1100, 0, 'Tea Table', 'normal', 'Timmy&Tommy''s', 'brown', 'brown');
insert into acnl_furniture values(1101, 0, 'Tea Tansu', 'normal', 'Timmy&Tommy''s', 'brown', 'brown');
insert into acnl_furniture values(1102, 0, 'Tea Vase', 'normal', 'Timmy&Tommy''s', 'beige', 'beige');
insert into acnl_furniture values(1103, 0, 'Teacher''s Chair', 'normal', 'Timmy&Tommy''s', 'gray', 'gray');
insert into acnl_furniture values(1104, 0, 'Teacher''s Desk', 'normal', 'Timmy&Tommy''s', 'brown', 'gray');
insert into acnl_furniture values(1105, 0, 'Telescope', 'normal', 'Timmy&Tommy''s', 'white', 'black');
insert into acnl_furniture values(1106, 0, 'Ten Billion Barrel', 'unorderable', 'Fireworks', 'colorful', 'black');
insert into acnl_furniture values(1107, 0, 'Tennis Table', 'normal', 'Timmy&Tommy''s', 'green', 'green');
insert into acnl_furniture values(1108, 0, 'Theremin', 'normal', 'Timmy&Tommy''s', 'brown', 'white');
insert into acnl_furniture values(1109, 0, 'Thermohygrometer', 'normal', 'Museum Shop', 'white', 'gray');
insert into acnl_furniture values(1110, 0, 'Three Lamp', 'normal', 'Spotlight/Wishy', 'white', 'white');
insert into acnl_furniture values(1111, 0, 'Throne', 'normal', 'Spotlight/Wishy', 'yellow', 'red');
insert into acnl_furniture values(1112, 0, 'Tiki Torch', 'normal', 'Timmy&Tommy''s', 'red', 'brown');
insert into acnl_furniture values(1113, 0, 'Time Clock', 'normal', 'Timmy&Tommy''s', 'white', 'black');
insert into acnl_furniture values(1114, 0, 'Timpano Drum', 'normal', 'Timmy&Tommy''s', 'beige', 'gray');
insert into acnl_furniture values(1115, 0, 'Toaster', 'normal', 'Timmy&Tommy''s', 'white', 'white');
insert into acnl_furniture values(1116, 0, 'Toilet', 'normal', 'Timmy&Tommy''s', 'white', 'white');
insert into acnl_furniture values(1117, 0, 'Tokonoma', 'normal', 'Timmy&Tommy''s', 'brown', 'white');
insert into acnl_furniture values(1118, 0, 'Tower of Pisa', 'normal', 'Spotlight/Wishy', 'gray', 'gray');
insert into acnl_furniture values(1119, 0, 'Toy Camera', 'unorderable', 'Katie', 'pink', 'pink');
insert into acnl_furniture values(1120, 0, 'Traffic Cone', 'normal', 'Timmy&Tommy''s', 'red', 'red');
insert into acnl_furniture values(1121, 0, 'Train Set', 'normal', 'Timmy&Tommy''s', 'green', 'brown');
insert into acnl_furniture values(1122, 0, 'Trash Bin', 'normal', 'Timmy&Tommy''s', 'red', 'blue');
insert into acnl_furniture values(1123, 0, 'Trash Can', 'normal', 'Timmy&Tommy''s', 'aqua', 'gray');
insert into acnl_furniture values(1124, 0, 'Treadmill', 'normal', 'Timmy&Tommy''s', 'gray', 'black');
insert into acnl_furniture values(1125, 0, 'Treasure Chest', 'unorderable', 'Island', 'yellow', 'green');
insert into acnl_furniture values(1126, 0, 'Tree Standee', 'normal', 'Timmy&Tommy''s', 'green', 'brown');
insert into acnl_furniture values(1127, 0, 'Tribal Mask', 'normal', 'Gulliver', 'brown', 'brown');
insert into acnl_furniture values(1128, 0, 'Tricycle', 'normal', 'Timmy&Tommy''s', 'yellow', 'orange');
insert into acnl_furniture values(1129, 0, 'Triforce', 'unorderable', 'Fortune Cookie', 'yellow', 'yellow');
insert into acnl_furniture values(1130, 0, 'Triple Bananas', 'unorderable', 'Fortune Cookie', 'yellow', 'yellow');
insert into acnl_furniture values(1131, 0, 'Triple Red Shells', 'unorderable', 'Fortune Cookie', 'red', 'red');
insert into acnl_furniture values(1132, 0, 'Trunk', 'normal', 'Timmy&Tommy''s', 'brown', 'brown');
insert into acnl_furniture values(1133, 0, 'Trunk Measure', 'normal', 'Timmy&Tommy''s', 'brown', 'brown');
insert into acnl_furniture values(1134, 0, 'Tuk-Tuk', 'normal', 'Gulliver', 'blue', 'black');
insert into acnl_furniture values(1135, 0, 'Tulip Dresser', 'unorderable', 'Weeding Day/Leif', 'yellow', 'yellow');
insert into acnl_furniture values(1136, 0, 'Tumbleweed', 'normal', 'Timmy&Tommy''s', 'brown', 'brown');
insert into acnl_furniture values(1137, 0, 'Turntable', 'normal', 'Timmy&Tommy''s', 'brown', 'brown');
insert into acnl_furniture values(1138, 0, 'TV Camera', 'normal', 'Timmy&Tommy''s', 'gray', 'gray');
insert into acnl_furniture values(1139, 0, 'TV With VCR', 'normal', 'Timmy&Tommy''s', 'gray', 'black');
insert into acnl_furniture values(1140, 0, 'Twelve-Grape Plate', 'unorderable', 'Countdown (NA:Sp, EU:Sp)', 'green', 'white');
insert into acnl_furniture values(1141, 0, 'Two Lamp', 'normal', 'Spotlight/Wishy', 'white', 'white');
insert into acnl_furniture values(1142, 0, 'Typewriter', 'normal', 'Timmy&Tommy''s', 'white', 'black');
insert into acnl_furniture values(1143, 0, 'Ukulele', 'unorderable', 'Club Tortimer', 'brown', 'brown');
insert into acnl_furniture values(1144, 0, 'Ultra Hand', 'unorderable', 'Fireworks', 'blue', 'blue');
insert into acnl_furniture values(1145, 0, 'Ultra Machine', 'unorderable', 'Fireworks', 'red', 'white');
insert into acnl_furniture values(1146, 0, 'Ultra Scope', 'unorderable', 'Fireworks', 'white', 'white');
insert into acnl_furniture values(1147, 0, 'Unknown Machine', 'normal', 'Spotlight/Wishy', 'gray', 'gray');
insert into acnl_furniture values(1148, 0, 'Upright Piano', 'normal', 'Timmy&Tommy''s', 'red', 'black');
insert into acnl_furniture values(1149, 0, 'Upright Vacuum', 'normal', 'Timmy&Tommy''s', 'blue', 'white');
insert into acnl_furniture values(1150, 0, 'Vacuum Cleaner', 'normal', 'Timmy&Tommy''s', 'red', 'white');
insert into acnl_furniture values(1151, 0, 'Vaulting Horse', 'normal', 'Timmy&Tommy''s', 'beige', 'brown');
insert into acnl_furniture values(1152, 0, 'Veggie Basket', 'unorderable', 'Autumn Moon (EU)', 'colorful', 'brown');
insert into acnl_furniture values(1153, 0, 'Ventilation Fan', 'normal', 'Timmy&Tommy''s', 'white', 'white');
insert into acnl_furniture values(1154, 0, 'Vibraphone', 'normal', 'Timmy&Tommy''s', 'brown', 'black');
insert into acnl_furniture values(1155, 0, 'Vintage Camera', 'normal', 'Timmy&Tommy''s', 'brown', 'black');
insert into acnl_furniture values(1156, 0, 'Vintage Radio', 'normal', 'Spotlight/Wishy', 'brown', 'brown');
insert into acnl_furniture values(1157, 0, 'Vintage Telephone', 'normal', 'Timmy&Tommy''s', 'brown', 'brown');
insert into acnl_furniture values(1158, 0, 'Vintage Telescope', 'unorderable', 'Pascal', 'yellow', 'brown');
insert into acnl_furniture values(1159, 0, 'Violet Screen', 'unorderable', 'Weeding Day/Leif', 'purple', 'purple');
insert into acnl_furniture values(1160, 0, 'Violin', 'normal', 'Timmy&Tommy''s', 'brown', 'brown');
insert into acnl_furniture values(1161, 0, 'Virtual Boy', 'unorderable', 'Fortune Cookie', 'red', 'black');
insert into acnl_furniture values(1162, 0, 'Vision Tester', 'normal', 'Timmy&Tommy''s', 'white', 'white');
insert into acnl_furniture values(1163, 0, 'Volleyball Net', 'normal', 'Timmy&Tommy''s', 'gray', 'black');
insert into acnl_furniture values(1164, 0, 'Wagon Wheel', 'normal', 'Timmy&Tommy''s', 'brown', 'brown');
insert into acnl_furniture values(1165, 0, 'Wall Fan', 'normal', 'Timmy&Tommy''s', 'aqua', 'white');
insert into acnl_furniture values(1166, 0, 'Wall Flowerpot', 'normal', 'Timmy&Tommy''s', 'yellow', 'red');
insert into acnl_furniture values(1167, 0, 'Wall-Mounted Monitor', 'normal', 'Spotlight/Wishy', 'blue', 'white');
insert into acnl_furniture values(1168, 0, 'Wall-Mounted Speaker', 'normal', 'Timmy&Tommy''s', 'white', 'black');
insert into acnl_furniture values(1169, 0, 'Washbasin', 'normal', 'Timmy&Tommy''s', 'gray', 'gray');
insert into acnl_furniture values(1170, 0, 'Washbasin', 'normal', 'Timmy&Tommy''s', 'aqua', 'aqua');
insert into acnl_furniture values(1171, 0, 'Washer/Dryer', 'normal', 'Timmy&Tommy''s', 'green', 'green');
insert into acnl_furniture values(1172, 0, 'Washing Machine', 'normal', 'Timmy&Tommy''s', 'white', 'white');
insert into acnl_furniture values(1173, 0, 'Water Bird', 'normal', 'Timmy&Tommy''s', 'colorful', 'colorful');
insert into acnl_furniture values(1174, 0, 'Water Cooler', 'normal', 'Timmy&Tommy''s', 'aqua', 'white');
insert into acnl_furniture values(1175, 0, 'Watering Trough', 'normal', 'Timmy&Tommy''s', 'brown', 'brown');
insert into acnl_furniture values(1176, 0, 'Watermelon Chair', 'normal', 'Timmy&Tommy''s', 'green', 'red');
insert into acnl_furniture values(1177, 0, 'Watermelon Table', 'normal', 'Timmy&Tommy''s', 'green', 'red');
insert into acnl_furniture values(1178, 0, 'Wave Breaker', 'unorderable', 'Island', 'gray', 'gray');
insert into acnl_furniture values(1179, 0, 'Wedding Cake', 'unorderable', 'GracieGrace (Sales)', 'pink', 'pink');
insert into acnl_furniture values(1180, 0, 'Weeping Fig', 'normal', 'Garden Corner', 'green', 'brown');
insert into acnl_furniture values(1181, 0, 'Weight Bench', 'normal', 'Timmy&Tommy''s', 'black', 'black');
insert into acnl_furniture values(1182, 0, 'Well', 'normal', 'Timmy&Tommy''s', 'brown', 'brown');
insert into acnl_furniture values(1183, 0, 'Western Fence', 'normal', 'Timmy&Tommy''s', 'brown', 'brown');
insert into acnl_furniture values(1184, 0, 'Wet-Road Sign', 'normal', 'Timmy&Tommy''s', 'yellow', 'black');
insert into acnl_furniture values(1185, 0, 'Wheat Bundle', 'unorderable', 'Autumn Moon (NA)', 'brown', 'brown');
insert into acnl_furniture values(1186, 0, 'Wheat Field', 'normal', 'Timmy&Tommy''s', 'yellow', 'yellow');
insert into acnl_furniture values(1187, 0, 'Whirlpool Bath', 'unorderable', 'Club Tortimer', 'white', 'white');
insert into acnl_furniture values(1188, 0, 'White Katana', 'normal', 'Timmy&Tommy''s', 'white', 'white');
insert into acnl_furniture values(1189, 0, 'White Pot', 'normal', 'Timmy&Tommy''s', 'white', 'white');
insert into acnl_furniture values(1190, 0, 'Whiteboard', 'normal', 'Timmy&Tommy''s', 'white', 'gray');
insert into acnl_furniture values(1191, 0, 'Wide-Screen TV', 'normal', 'Timmy&Tommy''s', 'brown', 'black');
insert into acnl_furniture values(1192, 0, 'Wii Balance Board', 'unorderable', 'Fortune Cookie', 'white', 'white');
insert into acnl_furniture values(1193, 0, 'Wobbelina', 'normal', 'Timmy&Tommy''s', 'pink', 'pink');
insert into acnl_furniture values(1194, 0, 'Wooden Box', 'normal', 'Timmy&Tommy''s', 'brown', 'brown');
insert into acnl_furniture values(1195, 0, 'Wooden Stool', 'normal', 'Timmy&Tommy''s', 'brown', 'brown');
insert into acnl_furniture values(1196, 0, 'World Map', 'unorderable', 'Katie', 'aqua', 'aqua');
insert into acnl_furniture values(1197, 0, 'Writing Chair', 'normal', 'Timmy&Tommy''s', 'brown', 'white');
insert into acnl_furniture values(1198, 0, 'Writing Desk', 'normal', 'Timmy&Tommy''s', 'brown', 'brown');
insert into acnl_furniture values(1199, 0, 'Yellow Certificate', 'normal', 'Timmy&Tommy''s', 'brown', 'white');
insert into acnl_furniture values(1200, 0, 'Yoshi''s Egg', 'unorderable', 'Fortune Cookie', 'green', 'white');
insert into acnl_furniture values(1201, 0, 'Yut Board', 'unorderable', 'Lunar New Year''s Day (KOR)', 'colorful', 'white');
insert into acnl_furniture values(1202, 0, 'Zero Lamp', 'normal', 'Spotlight/Wishy', 'white', 'white');
insert into acnl_furniture values(1203, 0, 'Zodiac Boar', 'unorderable', 'New Year''s Day', 'blue', 'brown');
insert into acnl_furniture values(1204, 0, 'Zodiac Dog', 'unorderable', 'New Year''s Day', 'orange', 'black');
insert into acnl_furniture values(1205, 0, 'Zodiac Dragon', 'unorderable', 'New Year''s Day', 'green', 'purple');
insert into acnl_furniture values(1206, 0, 'Zodiac Goat', 'unorderable', 'New Year''s Day', 'yellow', 'blue');
insert into acnl_furniture values(1207, 0, 'Zodiac Horse', 'unorderable', 'New Year''s Day', 'green', 'red');
insert into acnl_furniture values(1208, 0, 'Zodiac Monkey', 'unorderable', 'New Year''s Day', 'purple', 'brown');
insert into acnl_furniture values(1209, 0, 'Zodiac Ox', 'unorderable', 'New Year''s Day', 'red', 'black');
insert into acnl_furniture values(1210, 0, 'Zodiac Rabbit', 'unorderable', 'New Year''s Day', 'red', 'white');
insert into acnl_furniture values(1211, 0, 'Zodiac Rat', 'unorderable', 'New Year''s Day', 'purple', 'white');
insert into acnl_furniture values(1212, 0, 'Zodiac Rooster', 'unorderable', 'New Year''s Day', 'orange', 'white');
insert into acnl_furniture values(1213, 0, 'Zodiac Snake', 'unorderable', 'New Year''s Day', 'yellow', 'white');
insert into acnl_furniture values(1214, 0, 'Zodiac Tiger', 'unorderable', 'New Year''s Day', 'yellow', 'green');
